timestamp,spot,gex_total,flip_point,dex_btc_total,dex_usd_total,vega_total,charmex_total,vannaex_total,volgaex_magnitud,call_wall,put_wall,resistencia_cercana,soporte_cercano,tipo_regimen,confianza_regimen,sesgo_score,sesgo_alineado,riesgo_aceleracion,snapshot_ts
,62659.99,-23466399.464980967,,-760.6815109999999,-47664295.87244488,25227.483804,-239.85269815444263,12.789650913444142,68716.90450154107,63000.0,62000.0,,,TENDENCIA / EXPANSION (short gamma),43.75,-1.875,False,,2026-07-31 15:52:06.641129+00:00
,62817.55,-23224208.66001344,,-598.15789,-37574813.1629695,22084.945004,-264.3538268357924,15.873233716516614,89302.94489475158,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),43.75,-1.875,False,,2026-07-31 17:15:56.013483+00:00
,63046.2,-19974520.70962795,,-398.590863,-25129639.2668706,18319.408417,-288.1936418216119,18.06725256596497,103659.80139927864,63000.0,63000.0,,,TENDENCIA / EXPANSION (short gamma),43.75,-1.875,False,,2026-07-31 19:04:07.169628+00:00
,62913.48,-23179420.575333588,,-456.425501,-28715316.62865348,18089.228725,-300.470153216555,19.769383503436845,114338.33604201674,63000.0,63000.0,,,TENDENCIA / EXPANSION (short gamma),43.75,-1.875,False,,2026-07-31 20:50:40.306650+00:00
,62907.99,-24260617.326186266,,-490.815144,-30876194.17060056,19618.207022,-313.73958619985336,19.940449608069866,111318.36609077652,63000.0,63000.0,,,TENDENCIA / EXPANSION (short gamma),56.25,-1.875,False,,2026-07-31 22:48:18.973855+00:00
,62870.7,-24222812.154746126,,-512.913485,-32247229.8413895,18969.288046,-321.87305549969204,19.19726507666842,100696.4919076639,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),56.25,-1.875,False,,2026-08-01 01:28:49.794487+00:00
,63058.56,-19897696.18286541,,-283.799444,-17895984.26744064,15761.07642,-315.9406646774387,15.818106365632469,75782.96226676968,63000.0,63000.0,,,TENDENCIA / EXPANSION (short gamma),43.75,-1.875,False,,2026-08-01 05:14:47.042544+00:00
,63008.71,-133763106.74173164,,-136.22425499999997,-8583314.578261048,13246.015758999998,-15718.693781263704,15.409776591394053,66485.34931908049,63000.0,63000.0,,,TENDENCIA / EXPANSION (short gamma),75.0,-1.875,False,,2026-08-01 07:58:47.400909+00:00
,62997.36,-7116138.082365854,,-196.92459,-12405729.2890824,19015.075539,-187.90614795657868,18.89694035236176,114023.57146942188,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),31.25,-1.875,False,,2026-08-01 09:55:55.464737+00:00
,63002.56,-6873239.26301855,,-189.41328600000003,-11933521.91601216,18181.477602000003,-191.6762899819464,18.181181245926613,108105.04096188878,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),30.26315789473684,-3.1578947368421053,False,,2026-08-01 11:09:32.694639+00:00
,63054.45,-5212993.402742446,,-137.251506,-8654318.2225017,17107.5504,-200.17666806692628,17.487427047580677,102505.4274188254,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),27.63157894736842,-2.3684210526315788,False,,2026-08-01 12:50:34.017245+00:00
,63056.14,-5077768.149143723,,-134.07366399999998,-8454167.72749696,16540.679718000003,-219.53446023956403,17.69280448060812,102794.3977594908,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),25.0,-1.5789473684210529,False,,2026-08-01 14:51:17.886970+00:00
,62924.55,-8786128.264806848,,-220.128409,-13851481.078540953,15894.926496,-238.63182434358765,17.526701094841986,93932.02198059304,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),35.526315789473685,-3.947368421052632,False,,2026-08-01 16:44:45.664745+00:00
,62373.18,-23033582.661359392,,-611.4299579999999,-38136830.82772644,17181.206115,-197.14156974356507,11.832887198383158,78588.85990507485,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),46.05263157894737,-8.68421052631579,False,,2026-08-01 18:49:37.859326+00:00
,62522.05,-18059923.84179445,,-487.852061,-30501510.95044505,17458.164292,-288.42391889484503,13.527679161041643,71047.4172498569,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),35.526315789473685,-6.315789473684211,False,,2026-08-01 20:38:40.942495+00:00
,62801.28,-10386526.026842726,,-262.256303,-16470031.51646784,15148.257226000002,-375.2779177629584,15.517000318150195,73172.09122843893,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),35.526315789473685,-3.947368421052632,False,,2026-08-01 22:42:34.535840+00:00
,62922.31,-4889158.007182598,,-149.638805,-9415619.27623955,11891.252898000002,-403.3746624274044,13.814696333796707,66899.66401660885,63000.0,62500.0,,,TENDENCIA / EXPANSION (short gamma),25.0,-3.1578947368421053,False,,2026-08-02 01:26:23.706449+00:00
